altitude,xaccel,yaccel,zaccel,elevator,aileron,rudder
1000.000003863126,0.0013738184351103047,3.8990977775847496e-05,32.081548244156686,0.4,-0.5,-0.5
999.990160509944,0.012791538850608537,0.00011420219797479785,32.058129692692056,-0.6,-0.6,0.1
999.9723435640335,0.032413630938543346,0.00015669294473151258,32.012993082991095,-0.2,-0.8,0.6
999.9456339143217,0.06640477120483154,7.985652246073956e-05,31.943247136371195,-0.1,-0.1,-0.9
999.9100511223078,0.11143800826611056,-0.0001299530707664942,31.850935531541534,-0.7,-0.5,0.1
999.8656207323074,0.15770003762036625,-0.0005129504448949214,31.741387480558732,1.0,-0.4,0.6
999.8123727329075,0.2576024329045932,-0.0013127322076800642,31.589065188210284,0.8,0.5,0.5
999.7503515854478,0.3416401305082292,-0.0014131573134993133,31.429868482440874,0.3,-0.8,0.0
999.6795989088714,0.4274648795194916,-0.0022181860474593173,31.255365540833573,-0.1,-0.6,0.5
999.6001633293927,0.5231661755402152,-0.005845155744805798,31.062055616414444,0.8,0.8,-0.6
999.5120986737311,0.6938422867460833,-0.006073023359047001,30.818597368669487,-0.3,0.9,1.0
999.4154756106436,0.7751932439776161,0.0005764628913751567,30.608850296705295,0.8,0.7,-0.8
999.3103452958167,1.0104679166289299,0.009771624129321003,30.310441130601962,0.5,1.0,-0.7
999.1968003176153,1.1741568026356326,0.02227340011302142,30.04069324919524,-0.5,0.9,-0.4
999.0749068371952,1.2736514251074296,0.0405509713495766,29.793794976492624,0.8,-1.0,1.0
998.9447311423719,1.6251383196961335,0.043946949985467824,29.410578514237756,-0.2,0.2,0.9
998.8063937835395,1.7497114159835603,0.04017991422026775,29.14012821066074,-0.9,-0.9,-0.3
998.6599493697286,1.885105368773861,0.03317942308543346,28.85396933338198,-0.5,0.2,0.2
998.5054829455912,2.2003389087629692,0.023146456911248343,28.467797582000696,0.1,0.6,-1.0
998.3431098386645,2.5919197233632847,0.038872067390183764,28.04250784842776,0.8,0.2,-0.9
998.1729447282851,3.0415640077995696,0.055239049627010484,27.591397409197004,-0.6,0.2,0.1
997.9951100870967,3.110749225562308,0.0666981401496988,27.340110233028486,-0.9,0.0,-0.7
997.8096493855119,3.3700966852862857,0.0738452432382344,26.97571926588115,-0.9,0.5,-0.2
997.6166822202504,3.710328579293649,0.09118274967701735,26.564712917456003,-0.6,0.8,0.9
997.416318051517,4.158112877013635,0.14647585199461316,26.097663481381417,0.0,0.9,0.5
997.208684656769,4.7447437034289965,0.2286990217751687,25.564113907268528,-0.4,-0.8,1.0
996.9939269758761,5.064854943121286,0.24587113230132124,25.184875557560307,0.5,0.7,0.1
996.772122386843,5.816573320993027,0.2532701327347436,24.571150745871826,-0.3,0.2,0.7
996.5434626415372,6.073267206009273,0.3135038037712369,24.24653518393304,0.3,0.4,0.9
996.3079847916961,6.803909381749556,0.36587321218749863,23.65069279659309,-1.0,0.3,-0.9
996.0658821836114,6.838986938040783,0.4179515667855638,23.45699324966536,1.0,0.7,0.6
995.817141033709,8.160534674636882,0.4924850398382554,22.513525024585874,0.3,-0.1,0.4
995.562098287046,8.554923652176523,0.551464063952476,22.155749470232713,-0.8,-0.3,-0.8
995.3007345311344,8.676483139589726,0.516887207077297,21.94054619120522,-0.3,0.3,-0.4
995.0331031121314,9.489957848684117,0.5055223460312048,21.288365457972787,-0.1,0.0,-0.5
994.7594107575715,10.22346002787821,0.5228765916284617,20.7047888899395,0.0,0.3,0.0
994.4797607548535,10.946030082431228,0.5460882845353234,20.138441038071388,-0.3,-0.7,-0.7
994.194276008755,11.467411710460837,0.4870706576489584,19.702196652534923,0.7,0.5,0.0
993.9030293114483,12.686389107692243,0.4489426674220838,18.8190505337785,-0.9,0.7,0.8
993.6062649562955,12.558341982593019,0.6090847355531772,18.83350922025575,-0.1,0.9,0.7
993.3038347065449,13.689783545772762,0.8375321689966966,17.9554230592069,0.3,0.1,-0.3
992.9960549063981,14.669717362211216,0.9700873178849491,17.217814118342037,0.7,0.2,-0.5
992.6830114461482,15.714654117380537,0.9818280959752257,16.453702771660687,0.3,0.3,0.4
992.3648500218987,16.349993951316826,1.0410736717061875,15.986896753974438,-0.4,-0.3,-0.6
992.0415984354913,16.70648629433753,1.0159637679240212,15.691263347725581,-0.9,0.1,-0.9
991.7132706791162,17.061912340519367,0.923514029111442,15.349334048637395,-0.5,-0.2,0.8
991.379909876734,18.004345103237984,0.8783451733500742,14.531700276220871,-0.8,-0.4,-0.6
991.0416983142495,18.484997920060977,0.7476291089662292,14.08503207520253,-0.7,1.0,-0.1
990.6986251398921,19.22065684521619,0.8218968367269897,13.40735642417036,-0.1,0.5,-0.8
990.3508223891258,20.381346633737284,1.0625711510926723,12.38602668367043,0.5,0.0,-0.6
989.998473353684,21.616003842554537,1.07673217222441,11.341219461478012,-0.9,0.9,-0.2
989.6417149528861,21.413234078655556,1.215623488665317,11.526875351803987,0.7,0.3,-0.4
989.2803056128323,23.303920566668708,1.4071517364742718,9.773665924019902,-1.0,0.0,1.0
988.9147712737322,22.8718416709404,1.4630642764511252,10.196365505194773,0.6,1.0,0.9
988.544645357877,24.761683764414272,1.7327061611483496,8.324449961250412,1.0,-0.1,0.2
988.1705292128026,25.986126556949856,1.9384546086707175,7.199945999396437,1.0,-0.5,-0.5
987.792373534292,26.986592384322567,1.6829193061614423,6.302445209897069,-0.9,0.7,0.2
987.4102379903197,26.39760264464055,1.6666786609557342,6.957408261547904,-0.9,0.3,1.0
987.0237326547503,26.915035306863654,1.938300661632022,6.235396955826296,0.1,0.8,-0.9
986.63308679685,28.32096046533086,2.1573017220106334,4.545035305315832,0.8,0.4,-0.3
986.238553930074,29.6327665042488,2.316123405347967,3.047201880283378,-1.0,-1.0,0.1
985.8402270488441,28.992943191138984,2.0180776241983915,3.822314574841446,0.3,0.8,0.2
985.4376220740378,30.56574346443626,1.8572429186062576,1.7220315324905506,0.2,0.2,-0.3
985.031353443861,31.244075630627187,2.0545210103466385,0.8424377475340847,0.0,0.9,-0.7
984.6212121099234,31.79851580185567,2.2112749002061416,0.06197756088265294,-0.7,-1.0,0.7
984.2072201371193,31.790371610533384,2.0417866131433726,-0.041029664634116614,-0.5,0.8,-0.1
983.7891927175224,32.37258811546772,1.8945059883192727,-1.1036861761852172,0.6,0.6,0.4
983.3672942519188,33.73800867836165,2.260693819167277,-3.304725689426853,-0.2,0.9,-0.4
982.9418198987842,33.82218503365259,2.6561693073483332,-3.4832938722546736,0.9,-0.7,0.9
982.5124005265534,35.17202429581314,2.5692692078312067,-5.798384715280431,-0.6,0.1,-0.1
982.0795200616121,34.71109918060914,2.2756433630105297,-5.051183838202451,0.1,0.4,-1.0
981.6425155662,35.60156135794936,2.134472939593493,-6.933502130837422,0.8,-0.7,0.4
981.2018786780536,36.612345355784726,1.729088920421456,-8.917794450692767,-0.6,-0.8,0.5
980.7576650828123,36.165850125310385,1.0941291508306772,-8.12566680234331,-0.1,0.4,0.0
980.3093002066016,36.76680266283837,0.832959089311544,-9.784570230041034,0.8,0.9,-0.6
979.8571987077594,37.74267131856628,1.1129849145978963,-12.155810035448653,0.6,0.9,-0.4
979.401519946754,38.17044406687549,1.549250938790414,-13.213019988563428,-0.5,-0.9,-0.8
978.9420599527657,37.84848082716042,1.1622024305923575,-12.66061973791751,-0.7,0.1,-0.3
