altitude,xaccel,yaccel,zaccel,elevator,aileron,rudder
1000.000003863126,0.0013738184351103047,3.8990977775847496e-05,32.081548244156686,0.0,1.0,-1.0
999.9957301430404,0.005496218590026627,7.795657246566841e-05,32.07284235287426,0.2,-0.2,-0.3
999.990160509944,0.012581830986396453,0.00012145286004227403,32.05823411802018,-1.0,0.5,-0.7
999.9823645055294,0.019852673711667577,0.00016002463116987747,32.03912939385147,-0.6,-1.0,0.6
999.9723435267806,0.03240314844446447,0.00021488941679160143,32.01299267285211,0.3,-0.5,0.0
999.960099119693,0.050899238686195204,0.0002017254596517451,31.979523749447573,-0.9,-0.2,-0.9
999.9456337690353,0.06177814035839665,0.0001760048334982825,31.94556728557221,-0.8,-1.0,0.1
999.9289502799511,0.08171170295449445,0.00014397509443208494,31.902767401282322,-0.5,-0.4,0.1
999.9100506342947,0.1069317537931485,-9.014088625170528e-05,31.85311129310634,-0.3,-0.2,0.4
999.8889390230179,0.13508753748134583,-0.0002707816186372427,31.797840244811944,0.7,0.1,-1.0
999.8656191267073,0.17864635118591052,-0.0004220703428524994,31.730767531211402,-0.7,0.8,-0.6
999.8400951251388,0.18845186047717608,-0.0004965815069883596,31.676793943017408,-0.4,-1.0,1.0
999.8123728893697,0.22875907979854884,-5.617260866893215e-06,31.60333187284504,0.5,0.2,0.4
999.7824536561966,0.2881472185724862,-0.0008915945268834025,31.516484370653384,0.1,0.2,-0.4
999.750346224755,0.32230747617408173,-0.0007345444203458332,31.438860073100734,0.6,-0.1,0.6
999.7160567007959,0.3833149981214961,-0.0005711576957255574,31.34396646280671,-0.5,-0.3,-0.8
999.6795885525644,0.3964939394204854,-0.0007160810988077914,31.26995493325604,0.3,-0.7,0.9
999.6409515030682,0.4793011918462509,-0.0015378655338142049,31.15679681317386,-0.1,1.0,0.6
999.600146535784,0.5204670694070748,-0.0032296545004691707,31.06192655317326,-0.6,0.6,-0.9
999.5571884177625,0.5538937310538544,-0.0004897775522718229,30.9675602859191,0.7,-0.8,-0.6
999.5120781064034,0.6836413075960222,0.001274404690283492,30.820759044921502,0.0,-0.9,0.0
999.464824013412,0.7180934045681467,-0.0018469764563665211,30.720733803512704,0.2,0.8,0.3
999.4154429249465,0.8022085024923429,-0.005930825776507034,30.591964091090247,-0.9,-1.0,0.1
999.3639317266643,0.7996117229802889,-0.002225635778991151,30.505157655116964,-0.4,0.8,-0.9
999.3103073649108,0.9128870542293285,-0.007944640120435687,30.354927344932918,-0.3,-0.2,-0.3
999.254567541182,1.0027187852152077,-0.0038172789530940233,30.215098286019803,-0.4,0.8,0.4
999.1967344805598,1.0795216513006982,-0.005587210297894005,30.07979439923428,0.8,0.5,0.1
999.1368111334741,1.2784252124828228,0.0007359348921302025,29.879232331859306,0.5,0.4,0.0
999.07480796054,1.356657092933848,0.005321651130832886,29.741521348906737,1.0,0.5,-0.4
999.0107475034893,1.514117228975411,0.009573650323967831,29.560479901881823,-0.5,-0.7,0.9
998.9446261115372,1.4673281105899973,0.015121488429536761,29.485342762401327,0.6,-0.3,-0.1
998.8764675632119,1.7055174984226347,0.008636343914720833,29.256418190857524,0.9,0.6,0.6
998.8062590919435,1.8662061882447818,0.0051262882223204196,29.070154638940533,0.1,0.7,0.6
998.7340450212359,1.9016600504901549,0.014416289314527705,28.949325567009755,-0.6,-0.1,0.1
998.6598195135593,1.9272321972022,0.02639561629953711,28.830262047707542,-0.1,-0.5,0.8
998.5835877731442,2.1325087330981645,0.025968081970319593,28.612830327422454,-0.4,-1.0,1.0
998.5053620003164,2.2196854652629425,0.019293832332821736,28.45938852492215,-0.3,-0.9,-0.6
998.4251690283418,2.375429935344729,0.0024541005324561715,28.26728906164473,-0.8,-0.2,-0.1
998.3430036306381,2.4272402649146563,-0.017180106528116943,28.13055231866519,-0.2,-0.4,-0.6
998.2588901221752,2.684600506111679,-0.02252872443185182,27.880576291970584,0.7,-0.1,-0.9
998.172826807946,3.0048458685465955,-0.03410468302054941,27.600172641613796,-0.4,-0.8,0.8
998.0848500467837,2.9720447735090496,-0.03979837124174689,27.51484788261506,0.0,-1.0,-0.6
997.9949735216796,3.2248770668808966,-0.060701202062268325,27.2681640267278,0.5,-0.5,0.0
997.9031770378351,3.502539312359084,-0.09277707961187237,27.01135561326181,0.9,0.6,-0.1
997.8095130994916,3.7797676836352685,-0.11055218277811471,26.758283918571237,0.1,-0.7,0.3
997.7139853946865,3.819130160516326,-0.0941214425213974,26.639035206511192,0.9,0.2,0.4
997.6166119202971,4.19574609929105,-0.11939626727014173,26.328829981137844,-0.5,0.1,0.2
997.5173836573958,4.07938864926704,-0.1133742047268051,26.299107717708676,-0.9,-0.7,-0.1
997.4163557365537,4.163885402437174,-0.11109038376248279,26.14599903089198,-0.3,0.3,-0.5
997.3134776093066,4.52509158043116,-0.14195791345943815,25.835165121729176,-0.4,1.0,-0.6
997.2087987363338,4.70731949267615,-0.13362543489016188,25.632052950876695,0.8,-0.2,-0.5
997.1023466587067,5.254261413932657,-0.09306378586213293,25.222059162210133,-0.6,0.5,-0.9
996.9941108673811,5.10299579165786,-0.10617607970360823,25.222838516560692,0.0,-0.4,0.0
996.884154971689,5.5171786672144485,-0.08682313957563056,24.885047470448313,0.1,1.0,0.9
996.7724090255797,5.790779121888573,-0.10852135716851692,24.637671205660872,0.2,-0.6,-0.2
996.6589714698493,6.07431566392669,-0.049770643621172145,24.386563487693543,-0.1,-0.4,0.2
996.5438155904412,6.241063539795677,-0.08551937896092313,24.20593447034653,0.5,-0.7,-1.0
996.4269692599773,6.69300049427064,-0.10873604537953967,23.855406541181285,-0.2,-0.2,0.0
996.3084330186248,6.742999116188123,-0.15993081685723623,23.751714170191164,0.2,0.8,-0.6
996.1882557459176,7.152252710537438,-0.17409636798089556,23.425605494604458,-0.1,-1.0,-0.2
996.066398512572,7.332685763585728,-0.12507707053918443,23.244472121809494,-0.9,-0.5,0.1
995.9429301396012,7.290542573782777,-0.19829511909506842,23.19387484455102,0.2,-0.2,-0.8
995.8178231790662,7.98527757341082,-0.2351795337200165,22.682919278279208,-0.9,-0.6,0.2
995.6910770907998,7.835337221822751,-0.25871680949333464,22.710107198516134,-0.6,0.3,0.2
995.5627888552845,8.224174953873302,-0.305836099288683,22.384744039035112,0.0,-0.4,-0.7
995.4328526481986,8.768075661279864,-0.28001013612892656,21.971144285110146,0.4,0.9,0.1
995.301377646625,9.235888429462047,-0.32181548217367445,21.61798631597175,-0.6,0.4,0.4
995.1683665551245,9.134461511549954,-0.2416099643184355,21.632100375765447,-0.3,-0.1,-0.3
995.0338310748339,9.56657214291581,-0.2002964992039597,21.286957021979248,-0.3,0.5,0.3
994.8977284915745,9.877398384186879,-0.21298963455606434,21.028224735290046,-0.9,0.7,-0.7
994.7601486854255,9.89724685656924,-0.15999195224568438,20.958375474129376,-0.9,0.1,-0.1
994.6210641786456,10.18125577459913,-0.09629801458321736,20.702337855778445,-0.9,-0.7,-0.2
994.4804652705789,10.468378820782629,-0.0861287177394656,20.44541173783019,-0.4,1.0,0.1
994.3384009860456,11.018769826583027,-0.16400636912041136,20.014076935595426,-0.2,0.0,-0.8
994.1948692798615,11.44942936876406,-0.04886421217708731,19.67712317544929,0.8,0.7,-1.0
994.0499181896448,12.268049058954862,-0.05894685883485755,19.08320006497297,-0.4,0.6,-0.5
993.9035419374704,12.076658492005874,0.009858515592867295,19.203370229255945,-0.9,-0.6,-0.8
993.7558138258755,12.13319830883571,0.07664911880428282,19.12091263472147,-0.5,0.0,0.6
993.6066172346473,12.662929695661216,-0.011515071494815801,18.695768705580008,-0.1,-0.7,0.7
993.4560321643949,13.227258861920578,0.00013997874226572005,18.259645442607695,1.0,0.6,0.0
993.3040980622172,14.151843875010606,-0.07982274365621964,17.579801393746646,1.0,0.7,0.7
993.1508176401258,14.592204721797843,0.0040043665706054055,17.27685737436067,-0.9,0.6,0.6
992.9962601177394,13.984092279032623,0.11626383110394159,17.732663072366286,-0.5,1.0,0.1
992.8403766825795,14.54032961866526,0.2164180368245709,17.275668552822978,1.0,0.4,0.4
992.6830747760832,15.723335698131834,0.3685808804851428,16.371069665131913,0.2,0.4,-0.9
992.5245322436094,15.753916958767146,0.43657309742701356,16.375110780515932,-0.2,-1.0,0.2
992.3647762797773,15.924954595075478,0.47663269544691567,16.24509687057534,0.6,0.5,-0.1
992.2036754414439,16.75834439283632,0.31805284426890884,15.593495841643186,-0.6,0.7,0.2
992.0413153469563,16.478544173440426,0.3955438032340617,15.831028071043718,-0.9,-0.9,0.8
991.8777666389942,16.62759743161964,0.5163253947332663,15.686135667062487,1.0,-0.3,-0.6
991.7128721885383,18.1086603284937,0.3786303605477898,14.472934358973614,1.0,-0.1,0.7
991.5467460937798,18.587935197130665,0.3055979022047308,14.1334541948547,-0.9,-0.6,-0.4
991.3795358687639,17.885822249792678,0.304096444165977,14.75016506286509,0.0,-1.0,1.0
991.2110850289464,18.816902594795557,0.17856694770894577,13.943904921124354,-0.8,0.8,-0.6
991.0413144491613,18.672393516862616,0.017585793335395797,14.074255999225553,-0.6,-0.8,1.0
990.8704766742885,19.138498054378026,0.15269956390682946,13.648931414332093,-0.8,-0.5,-0.1
990.6983426027,19.345775702012016,0.025296896521388168,13.45296071003441,0.7,0.5,0.4
990.5250725448132,20.66097671036944,-0.07975570956586428,12.285423976053462,-0.7,1.0,0.3
990.3505944795907,20.206453180056837,0.03729888964237405,12.734606257526085,-0.6,-0.2,0.0
990.175095230341,20.612643355438745,0.2573799361627757,12.348584511090841,-0.8,-0.2,-0.2
989.9982930496335,20.81286537682118,0.21084987430989213,12.152166530122837,1.0,0.9,-1.0
989.8204121366143,22.341475452803568,0.15618637264630347,10.72956301034252,-0.4,-0.2,0.5
989.6413575522602,21.923845009249096,0.3137637458937574,11.19129777652686,-0.7,-0.9,0.2
989.461354188621,22.065315911557406,0.28426467840259,11.052714151309821,0.3,0.0,-0.2
989.280076470226,23.102846153843426,0.07965929904470052,10.04204039948701,0.4,0.3,0.8
989.0977253578603,23.60304923945263,0.06845598576725934,9.600021375403418,-0.8,-0.5,0.5
988.914375603199,23.191636733811098,0.17493919901434973,10.049066319935186,-0.7,-0.7,-0.5
988.7299277894199,23.574896441939536,0.07268317530293851,9.634235450244095,-0.3,-0.2,0.3
988.5442975573242,24.19625167048419,-0.12832519550784316,8.982990627381263,-0.6,-0.2,0.8
988.3576387353241,24.333240659861087,-0.16356366467326078,8.84743089682609,0.7,0.5,1.0
988.1699326522648,25.57579731569918,-0.17291652503553773,7.538068026453615,0.0,-0.4,0.4
987.9811150990427,25.589599118830005,0.012853124253064802,7.596448035859471,0.1,0.6,0.4
987.7914006076753,26.05056520025673,-0.07298649845520513,7.126141179559333,1.0,0.0,-0.1
987.600545451045,27.04879304238217,0.11205133355263006,6.06961584322849,-0.2,0.6,0.0
987.4087156914175,26.73288388178117,0.10353635767530694,6.511763455439343,-0.8,0.5,0.6
987.2159600704908,26.626766649538045,0.268258960277992,6.633128874761891,-0.4,0.0,-0.5
987.0220524556935,27.212024529244395,0.4417135284675498,5.913982971324177,-0.1,0.9,0.5
986.827106859535,27.771256045345503,0.40143216882066823,5.249301872069971,-0.5,-0.6,0.1
986.6311944723129,27.82335091560316,0.6894975407400944,5.19856579939227,0.5,0.0,0.0
986.4342793934047,28.85084127877868,0.5048854952412843,3.935116025201655,-0.5,-1.0,-0.3
986.2362987324595,28.557609890583173,0.4951532314706775,4.353143243466651,0.3,-0.4,0.8
986.0374601744115,29.44211810176484,0.1575635577474609,3.218494071254735,-0.5,0.2,-0.2
985.8374711237848,29.25111379407981,0.08824763964124642,3.502174491646251,0.2,-0.3,0.2
985.6366466805339,30.05852975192081,0.1321443726760578,2.4218287458301013,0.4,0.0,-0.7
985.4346952103078,30.570345893083577,0.04774211743312214,1.7801282623950527,-0.2,0.2,0.9
985.2318954542279,30.54752395438162,-0.010473936673594503,1.856911267644339,-0.8,-0.1,0.4
985.028113886714,30.394385837110853,0.12693892317169872,2.048644862094971,0.2,0.5,0.7
984.8232977390289,31.36267411853559,0.12232025100786137,0.61614790834345,-0.1,-1.0,-0.2
984.6174469180405,31.51328696136815,0.3469713134438155,0.42737227781272935,0.7,-1.0,0.9
984.4107729271054,32.364512217065794,-0.019635469231038212,-0.813134392541663,0.0,-1.0,-0.1
984.203040856868,32.31984704157938,-0.2825191447302111,-0.6749833304705284,0.1,0.5,-0.1
983.9944867528975,32.70022399335504,-0.6360227735876376,-1.2543010427204742,0.2,0.7,0.5
983.7848663441837,33.08786382853276,-0.457779839029883,-1.8490420894869253,0.5,0.5,-0.2
983.5743514448404,33.61174875895256,-0.15078872412238026,-2.6629481932825847,-0.6,0.4,-0.1
983.3628896959126,33.20239939730747,0.012549603905652759,-1.9681517827976975,-0.1,-0.3,0.4
983.1505247652531,33.76605556391781,0.14654463860230305,-3.0035060107107157,0.7,-0.8,1.0
982.9370409697294,34.5525437335111,0.07354377357416801,-4.361130449915759,0.6,0.9,-0.3
982.722727663815,34.8633541536895,-0.11861939045833186,-4.833927717922862,-0.3,-0.4,0.6
982.5075345672667,34.619294822041184,0.19081516274218438,-4.365855530154949,-0.2,-0.8,0.7
982.2913717143238,34.899514516893646,0.10217037164331881,-4.964874209960303,-0.3,0.4,-0.1
982.0741570666432,35.04583855481357,-0.12642321297149564,-5.317102830269231,-0.7,-0.8,-0.9
981.8560447245836,34.955189773516466,0.021331167886257014,-5.252021397437737,-0.7,0.4,-0.1
981.6369306445122,35.0753724860275,-0.40471131422355316,-5.664437612810335,0.1,0.3,0.7
981.4167775176466,35.74170176930578,-0.25025577740722066,-7.163178146707192,0.3,1.0,-0.8
