altitude,xaccel,yaccel,zaccel,elevator,aileron,rudder
1000.000003863126,0.0013738184351103047,3.8990977775847496e-05,32.081548244156686,-1.0,-1.0,-1.0
999.9957301430404,0.004954513183124961,7.795693605646426e-05,32.073113227325024,-0.4,0.3,0.4
999.990160509944,0.01188313965549376,0.00011153245002453275,32.05858221493554,0.0,-0.5,1.0
999.9823644533753,0.022009415700166256,0.00015174570990296785,32.03804599400699,-1.0,-1.0,-1.0
999.9723434075713,0.03105454989416459,0.00017543528758572934,32.013669905925155,-1.0,-1.0,-1.0
999.9600991941988,0.04477756608613253,0.00014077699411919336,31.982585050397756,-1.0,-1.0,-1.0
999.9456336535513,0.061045345867104785,3.880514509569609e-05,31.94589538517124,-1.0,-1.0,-1.0
999.9289496056736,0.07988512114829818,-0.0001566292440861765,31.903625660632386,-1.0,-1.0,-1.0
999.9100498892367,0.10132843095947493,-0.0004757659823630465,31.855837128405607,-1.0,-1.0,-1.0
999.8889378383756,0.12541100572530361,-0.0009528166986154387,31.802546666378433,-1.0,-1.0,-1.0
999.8656171485782,0.15217262229064252,-0.0016258307790719356,31.743793636626904,-1.0,-1.0,-1.0
999.8400918990374,0.1816569497543544,-0.002536546848148115,31.67962147430606,-1.0,-1.0,-1.0
999.8123665526509,0.21391135832072836,-0.0037302303250096886,31.61007736636462,-1.0,-1.0,-1.0
999.7824459373951,0.24898671794270305,-0.00525549787297771,31.53521215114769,-1.0,-1.0,-1.0
999.7503352575004,0.2869371819214467,-0.007164129636148509,31.455080232894858,-1.0,-1.0,-1.0
999.7160400673747,0.32781995725800034,-0.009510870218797346,31.369739508690024,-1.0,-1.0,-1.0
999.6795663014054,0.37169505984952456,-0.01235321936658151,31.279251175016554,-1.0,-1.0,-1.0
999.640920240432,0.41862506063212734,-0.01575121344029987,31.183679686668786,-1.0,-1.0,-1.0
999.6001085191965,0.46867481771514685,-0.019767198689282152,31.08309255536975,-1.0,-1.0,-1.0
999.5571381188929,0.5219112006630668,-0.024465597479383126,30.97756023794431,-1.0,-1.0,-1.0
999.5120163708925,0.5784028053464324,-0.029912668573404782,30.867155981058495,0.0,0.2,-1.0
999.4647509232163,0.70175546115371,-0.03616989385608021,30.71966930504237,-1.0,-0.6,-1.0
999.4153497815132,0.7036030796989562,-0.03803480800800956,30.632265540215656,-1.0,-1.0,-1.0
999.3638276979327,0.7704534351064527,-0.04372984753204292,30.507636228000532,-1.0,-1.0,-1.0
999.3101801946759,0.8408554587392809,-0.052319483940858384,30.378534747663704,-1.0,-1.0,-1.0
999.2544258013368,0.9148685996217925,-0.062020512238036216,30.244963870534107,-1.0,-1.0,-1.0
999.1965703777969,0.992565189640583,-0.0729053846602414,30.107010324833226,0.0,-0.5,-0.9
999.1366239562631,1.1749521755922756,-0.08502040047017806,29.912903255336367,-1.0,-1.0,-1.0
999.0745963826776,1.1636134393475663,-0.09405756997944674,29.818730835734378,-1.0,-1.0,-1.0
999.0105081237853,1.2530334694462122,-0.10867524022023235,29.668011364405608,-1.0,-1.0,-1.0
998.9443485215306,1.3464418910119014,-0.12477334351045469,29.513427882074783,-1.0,-1.0,-1.0
998.8761436678469,1.4438792218608762,-0.14242097766096845,29.35491332067923,-1.0,-1.0,-1.0
998.8058990351856,1.545410378825528,-0.16168753014024373,29.192561139045758,-1.0,-1.0,-1.0
998.7336265929043,1.6510985847766992,-0.18264104358884917,29.02646465648023,-1.0,-1.0,-1.0
998.659337785095,1.761004590258173,-0.20534800822159407,28.85671734508812,-1.0,-1.0,-1.0
998.5830442979932,1.875186402444693,-0.22987316272265898,28.683412619790552,-1.0,-1.0,-1.0
998.5047580488026,1.9936990236589844,-0.25627930498763224,28.506643630201363,-1.0,-1.0,-1.0
998.4244911745191,2.116594200260826,-0.2846271132375934,28.32650305357883,-1.0,-1.0,-1.0
998.342256039381,2.2439201826633965,-0.3149749779910164,28.143082889530703,-1.0,-1.0,-1.0
998.258065186441,2.3757214971749665,-0.34737884530617713,27.956474257142002,-1.0,-1.0,-1.0
998.1719313897192,2.5120387302861986,-0.3818920716311417,27.76676719522179,-1.0,-1.0,-1.0
998.0838675908744,2.6529083259725312,-0.41856529052972147,27.574050466321484,-1.0,-1.0,-1.0
997.9938869178295,2.7983623964921436,-0.4574462914768452,27.37841136521771,-1.0,-1.0,-1.0
997.9020026661456,2.9484285471044855,-0.49857991084427444,27.179935532506974,-1.0,-1.0,-1.0
997.808228302747,3.103129715056145,-0.5420079351317629,26.97870677396635,-1.0,-1.0,-1.0
997.7125774435699,3.262484023115823,-0.5877690164235969,26.77480688630304,-0.7,-0.8,0.5
997.615063842386,3.5044463018389473,-0.6357313553793965,26.525866220068806,-1.0,-1.0,-1.0
997.5157013982534,3.600675110777872,-0.674138928914255,26.359690132704472,0.5,-0.6,-0.7
997.414512488991,4.172755529389031,-0.7258652514480234,25.92911201577668,-1.0,-1.0,-1.0
997.3114941827953,3.980943996881551,-0.7646988343680458,25.93594360318221,-0.5,-0.2,-0.3
997.2067162133753,4.313584824292072,-0.8216037597854633,25.636125614068334,-1.0,-1.0,-1.0
997.1001006141305,4.3638192982456125,-0.8427848454890033,25.50131418083491,-1.0,-1.0,-1.0
996.9917430728674,4.556883808187004,-0.9045655561857656,25.2804623902486,-0.9,0.7,-0.6
996.8816020302474,4.787380780132878,-0.9688465390313005,25.03938879559072,-1.0,-1.0,-1.0
996.7697196155787,4.9596031718308975,-0.9448071753235318,24.833988692872452,-1.0,-1.0,-1.0
996.6561054140329,5.166446804733273,-1.0131185040773223,24.607401323088965,-1.0,-1.0,-1.0
996.5407679863274,5.377775255195814,-1.0841593475576068,24.37895618595434,-1.0,-1.0,-1.0
996.4237274751067,5.593530800543178,-1.1579241113309426,24.148619579439334,-1.0,-1.0,-1.0
996.3049967326224,5.813662795230239,-1.2344055398136604,23.916435401408446,-1.0,-1.0,-1.0
996.1845908500254,6.038115770757963,-1.3135930570570025,23.68244352887014,-1.0,-1.0,-1.0
996.0625246539712,6.266828995405504,-1.3954728377435703,23.446680280571933,-1.0,-1.0,-1.0
995.9388130009174,6.499736543779866,-1.4800278829187161,23.209178403061575,-0.2,-0.4,-0.9
995.813470736146,7.071644932404905,-1.5651214003557805,22.771492023029992,-1.0,-1.0,-1.0
995.6865127123892,7.008064779660614,-1.6101339580208245,22.729985121905017,-1.0,-1.0,-1.0
995.5579917691648,7.253378187965022,-1.7022099984450416,22.486560351209803,-1.0,-1.0,-1.0
995.4278449341655,7.502703778530877,-1.7969573135133519,22.24236119158548,-1.0,-1.0,-1.0
995.2961440943182,7.755803577727051,-1.8942966491437447,21.996526895861233,-1.0,-1.0,-1.0
995.1628836244345,8.012576553097109,-1.9941930239518597,21.749075215020653,-1.0,-1.0,-1.0
995.0280811488628,8.272923702714934,-2.096608780542219,21.50001434163245,-1.0,-1.0,-1.0
994.8917513117194,8.536741725165548,-2.201503793245438,21.249349245680524,-1.0,-1.0,-1.0
994.7539087124169,8.80392316177633,-2.3088355658098476,20.997081730925636,-1.0,-1.0,-1.0
994.6145679019392,9.07435654535637,-2.418559329145727,20.74321053382681,-1.0,-1.0,-1.0
994.4737433418632,9.347926554127174,-2.5306281380248006,20.487731431463395,-1.0,-1.0,-1.0
994.3314494453371,9.624514170131045,-2.644992966309969,20.23063735825817,-1.0,-1.0,-1.0
994.1877005286515,9.90399684161667,-2.761602800307075,19.971918530982776,-1.0,-1.0,-1.0
994.0425108075142,10.186248648884757,-2.8804047298731277,19.711562581606614,-1.0,-1.0,-1.0
993.8958944231272,10.471140473112083,-3.0013440369486397,19.449554697489557,-1.0,-1.0,-1.0
993.7478654161096,10.75854016770044,-3.12436428121054,19.18587776837982,-1.0,-1.0,-1.0
993.5984377190471,11.048312731701374,-3.2494073825872247,18.92051253972143,-1.0,-1.0,-1.0
