1699664592.7306373,/position/altitude-ft,1771.269229,G
1699664593.5493445,/position/altitude-ft,1736.433945,G
1699664593.9632704,/accelerations/pilot/x-accel-fps_sec,-3.669809331,G
1699664594.3554742,/accelerations/pilot/y-accel-fps_sec,2.876042881,G
1699664594.7641451,/accelerations/pilot/z-accel-fps_sec,32.91892675,G
1699664594.7644596,/controls/flight/elevator,0.2,S
1699664594.7645419,/controls/flight/aileron,0.9,S
1699664594.7645779,/controls/flight/rudder,1.0,S
1699664595.1459615,/position/altitude-ft,1762.548628,G
1699664595.5672507,/position/altitude-ft,1763.222955,G
1699664596.007637,/accelerations/pilot/x-accel-fps_sec,-3.410033133,G
1699664596.3780391,/accelerations/pilot/y-accel-fps_sec,7.738555106,G
1699664596.7483885,/accelerations/pilot/z-accel-fps_sec,-8.395513468,G
1699664596.748652,/controls/flight/elevator,-0.5,S
1699664596.7486892,/controls/flight/aileron,0.1,S
1699664596.7487164,/controls/flight/rudder,0.6,S
1699664597.1609294,/position/altitude-ft,1730.758996,G
1699664597.5564082,/position/altitude-ft,1714.883261,G
1699664597.960927,/accelerations/pilot/x-accel-fps_sec,-2.46438468,G
1699664598.386659,/accelerations/pilot/y-accel-fps_sec,10.52038041,G
1699664598.779284,/accelerations/pilot/z-accel-fps_sec,-64.70933127,G
1699664598.7796788,/controls/flight/elevator,0.8,S
1699664598.779771,/controls/flight/aileron,0.7,S
1699664598.7798233,/controls/flight/rudder,-0.6,S
1699664599.2055626,/position/altitude-ft,1671.384204,G
1699664599.5842204,/position/altitude-ft,1666.918675,G
1699664599.9749904,/accelerations/pilot/x-accel-fps_sec,-6.876202645,G
1699664600.3635073,/accelerations/pilot/y-accel-fps_sec,-20.90876664,G
1699664600.784746,/accelerations/pilot/z-accel-fps_sec,53.0683029,G
1699664600.7860625,/controls/flight/elevator,-1.0,S
1699664600.7862003,/controls/flight/aileron,-1.0,S
1699664600.7862465,/controls/flight/rudder,-1.0,S
1699664601.206139,/position/altitude-ft,1620.088627,G
1699664601.5821574,/position/altitude-ft,1606.58751,G
