1699665342.818792,/position/altitude-ft,1823.152444,G
1699665343.22646,/position/altitude-ft,1789.664026,G
1699665343.616668,/accelerations/pilot/x-accel-fps_sec,-11.4166222,G
1699665344.0155025,/accelerations/pilot/y-accel-fps_sec,2.133597864,G
1699665344.4171834,/accelerations/pilot/z-accel-fps_sec,-27.97175277,G
1699665344.4174871,/controls/flight/elevator,-0.2,S
1699665344.417533,/controls/flight/aileron,1.0,S
1699665344.417595,/controls/flight/rudder,-0.9,S
1699665344.8234046,/position/altitude-ft,1639.836817,G
1699665345.3463564,/position/altitude-ft,1605.62333,G
1699665346.928153,/accelerations/pilot/x-accel-fps_sec,-13.26928298,G
1699665347.2204447,/accelerations/pilot/y-accel-fps_sec,-63.18597229,G
1699665347.5995097,/accelerations/pilot/z-accel-fps_sec,-35.55470518,G
1699665347.6004193,/controls/flight/elevator,-1.0,S
1699665347.6005027,/controls/flight/aileron,-1.0,S
1699665347.6005373,/controls/flight/rudder,-1.0,S
1699665347.993125,/position/altitude-ft,1379.028462,G
1699665348.4366322,/position/altitude-ft,1340.823725,G
1699665348.8159359,/accelerations/pilot/x-accel-fps_sec,7.640781266,G
1699665349.224987,/accelerations/pilot/y-accel-fps_sec,-26.48664919,G
1699665349.6063223,/accelerations/pilot/z-accel-fps_sec,-257.7846299,G
1699665349.6066432,/controls/flight/elevator,1.0,S
1699665349.6067133,/controls/flight/aileron,0.8,S
1699665349.6067476,/controls/flight/rudder,-0.3,S
1699665350.0052547,/position/altitude-ft,1224.293543,G
1699665350.3957675,/position/altitude-ft,1186.931982,G
1699665350.8086016,/accelerations/pilot/x-accel-fps_sec,-17.19920142,G
1699665351.2245336,/accelerations/pilot/y-accel-fps_sec,-37.77184476,G
1699665351.630036,/accelerations/pilot/z-accel-fps_sec,140.8946379,G
1699665351.6303751,/controls/flight/elevator,0.2,S
1699665351.630511,/controls/flight/aileron,0.7,S
1699665351.6305652,/controls/flight/rudder,0.7,S
1699665352.0285666,/position/altitude-ft,1077.100043,G
1699665352.3983774,/position/altitude-ft,1070.072078,G
1699665352.8125315,/accelerations/pilot/x-accel-fps_sec,-11.69574189,G
1699665353.1937284,/accelerations/pilot/y-accel-fps_sec,10.51730917,G
1699665353.594173,/accelerations/pilot/z-accel-fps_sec,-2.690953954,G
1699665353.5956218,/controls/flight/elevator,-1.0,S
1699665353.5957282,/controls/flight/aileron,-1.0,S
1699665353.5957682,/controls/flight/rudder,-1.0,S
1699665353.9966707,/position/altitude-ft,1013.45389,G
1699665354.4335632,/position/altitude-ft,993.0097615,G
1699665354.8217106,/accelerations/pilot/x-accel-fps_sec,6.506000502,G
1699665355.2316773,/accelerations/pilot/y-accel-fps_sec,-11.4028802,G
1699665355.6163843,/accelerations/pilot/z-accel-fps_sec,-116.0124132,G
1699665355.6173036,/controls/flight/elevator,-1.0,S
1699665355.6173668,/controls/flight/aileron,-1.0,S
1699665355.6174011,/controls/flight/rudder,-1.0,S
1699665355.9941907,/position/altitude-ft,979.8983778,G
1699665356.4031625,/position/altitude-ft,947.6515456,G
1699665356.827814,/accelerations/pilot/x-accel-fps_sec,6.553927887,G
1699665357.2177043,/accelerations/pilot/y-accel-fps_sec,-14.79485839,G
1699665357.6028724,/accelerations/pilot/z-accel-fps_sec,-162.0369532,G
1699665357.603187,/controls/flight/elevator,0.6,S
1699665357.6032624,/controls/flight/aileron,0.9,S
1699665357.603303,/controls/flight/rudder,0.3,S
1699665357.9974446,/position/altitude-ft,885.8236505,G
1699665358.4018323,/position/altitude-ft,845.2561897,G
1699665358.7976391,/accelerations/pilot/x-accel-fps_sec,-15.13903919,G
1699665359.1949623,/accelerations/pilot/y-accel-fps_sec,-5.51878129,G
1699665359.6015518,/accelerations/pilot/z-accel-fps_sec,75.15260978,G
1699665359.601883,/controls/flight/elevator,0.6,S
1699665359.6019545,/controls/flight/aileron,0.8,S
1699665359.6019878,/controls/flight/rudder,0.5,S
1699665360.0062132,/position/altitude-ft,691.7273775,G
1699665360.3988082,/position/altitude-ft,645.4704174,G
1699665360.8044627,/accelerations/pilot/x-accel-fps_sec,-19.08376563,G
1699665361.1949527,/accelerations/pilot/y-accel-fps_sec,5.458904452,G
1699665361.6010382,/accelerations/pilot/z-accel-fps_sec,90.66821354,G
1699665361.6019783,/controls/flight/elevator,-1.0,S
1699665361.6020525,/controls/flight/aileron,-1.0,S
1699665361.6020865,/controls/flight/rudder,-1.0,S
1699665362.0032713,/position/altitude-ft,455.9883211,G
1699665362.3953578,/position/altitude-ft,409.7292296,G
1699665362.8026788,/accelerations/pilot/x-accel-fps_sec,6.251879678,G
1699665363.206827,/accelerations/pilot/y-accel-fps_sec,-34.34491496,G
1699665363.6040077,/accelerations/pilot/z-accel-fps_sec,-357.3703659,G
1699665363.604332,/controls/flight/elevator,0.1,S
1699665363.6044137,/controls/flight/aileron,-0.7,S
1699665363.6044557,/controls/flight/rudder,-1.0,S
1699665364.0009604,/position/altitude-ft,206.8656086,G
1699665364.4005113,/position/altitude-ft,153.2162816,G
1699665364.801085,/accelerations/pilot/x-accel-fps_sec,-30.87955812,G
1699665365.2040203,/accelerations/pilot/y-accel-fps_sec,-48.50511668,G
1699665365.5992239,/accelerations/pilot/z-accel-fps_sec,-8.892699934,G
1699665365.5995102,/controls/flight/elevator,0.0,S
1699665365.5995781,/controls/flight/aileron,-0.5,S
1699665365.5996122,/controls/flight/rudder,0.5,S
1699665365.996702,/position/altitude-ft,49.76542988,G
